machine_id,timestamp,temperature,pressure,vibration_level,humidity,power_consumption,failure_status
MACHINE_892,2025-01-07 04:30:00,62.4,329.46,8.36,70.68,74.25,2
MACHINE_893,2025-01-07 04:40:00,34.87,151.86,4.65,64.53,52.52,0
MACHINE_894,2025-01-07 04:50:00,45.08,353.44,3.5,65.37,90.81,0
MACHINE_895,2025-01-07 05:00:00,49.15,127.01,5.7,50.69,13.24,0
MACHINE_896,2025-01-07 05:10:00,48.94,456.97,5.22,43.74,15.48,0
MACHINE_897,2025-01-07 05:20:00,78.13,216.9,2.63,48.89,81.51,0
MACHINE_898,2025-01-07 05:30:00,75.01,335.43,8.22,33.41,7.68,0
MACHINE_899,2025-01-07 05:40:00,66.75,273.35,9.98,75.88,86.92,0
MACHINE_900,2025-01-07 05:50:00,20.42,290.9,8.48,51.77,55.11,0
MACHINE_901,2025-01-07 06:00:00,65.0,459.55,9.27,82.9,93.58,0
MACHINE_902,2025-01-07 06:10:00,70.13,342.66,6.49,44.56,15.08,0
MACHINE_903,2025-01-07 06:20:00,76.91,400.25,3.59,72.36,46.96,0
MACHINE_904,2025-01-07 06:30:00,40.21,263.32,4.17,60.86,37.19,0
MACHINE_905,2025-01-07 06:40:00,69.03,288.48,2.0,32.96,22.82,0
MACHINE_906,2025-01-07 06:50:00,33.38,172.34,9.02,70.69,31.95,0
MACHINE_907,2025-01-07 07:00:00,69.81,263.03,8.42,83.49,67.19,0
MACHINE_908,2025-01-07 07:10:00,30.75,253.77,2.16,49.11,65.96,0
MACHINE_909,2025-01-07 07:20:00,79.39,303.81,8.84,62.22,65.24,0
MACHINE_910,2025-01-07 07:30:00,26.97,314.99,6.54,57.68,45.55,0
MACHINE_911,2025-01-07 07:40:00,42.5,273.13,8.33,73.39,72.52,0
MACHINE_912,2025-01-07 07:50:00,26.09,177.27,7.28,38.95,31.13,0
MACHINE_913,2025-01-07 08:00:00,60.78,241.13,8.05,88.23,66.56,0
MACHINE_914,2025-01-07 08:10:00,65.58,129.38,0.99,79.34,38.84,0
MACHINE_915,2025-01-07 08:20:00,44.59,378.44,8.34,51.94,28.17,0
MACHINE_916,2025-01-07 08:30:00,67.5,345.35,1.16,66.75,13.11,0
MACHINE_917,2025-01-07 08:40:00,67.23,442.48,1.53,79.33,31.55,0
MACHINE_918,2025-01-07 08:50:00,71.79,219.07,8.98,88.41,25.21,0
MACHINE_919,2025-01-07 09:00:00,32.88,402.63,3.85,74.61,45.09,0
MACHINE_920,2025-01-07 09:10:00,56.6,405.91,6.27,72.33,24.19,0
MACHINE_921,2025-01-07 09:20:00,23.29,406.46,8.5,82.2,43.82,0
MACHINE_922,2025-01-07 09:30:00,76.13,233.62,3.81,80.32,89.59,2
MACHINE_923,2025-01-07 09:40:00,26.99,246.95,6.82,89.21,69.43,0
MACHINE_924,2025-01-07 09:50:00,57.16,228.98,9.34,66.72,41.18,0
MACHINE_925,2025-01-07 10:00:00,70.96,409.46,9.09,38.12,24.87,0
MACHINE_926,2025-01-07 10:10:00,61.18,478.68,7.4,80.35,65.05,0
MACHINE_927,2025-01-07 10:20:00,31.61,405.29,1.45,46.86,40.06,0
MACHINE_928,2025-01-07 10:30:00,51.99,258.7,7.38,52.76,64.28,0
MACHINE_929,2025-01-07 10:40:00,60.33,165.55,7.05,73.65,25.7,0
MACHINE_930,2025-01-07 10:50:00,43.83,103.12,8.59,61.42,67.68,2
MACHINE_931,2025-01-07 11:00:00,32.78,489.98,2.95,31.75,63.79,0
MACHINE_932,2025-01-07 11:10:00,40.66,353.52,8.87,69.7,90.13,0
MACHINE_933,2025-01-07 11:20:00,51.88,216.16,6.5,51.95,20.79,2
MACHINE_934,2025-01-07 11:30:00,26.06,278.05,4.17,63.59,74.91,0
MACHINE_935,2025-01-07 11:40:00,73.35,164.25,3.32,43.3,79.87,0
MACHINE_936,2025-01-07 11:50:00,58.57,150.07,8.62,66.58,59.68,0
MACHINE_937,2025-01-07 12:00:00,60.62,269.91,0.23,72.84,5.38,0
MACHINE_938,2025-01-07 12:10:00,27.23,131.83,8.67,55.71,7.86,0
MACHINE_939,2025-01-07 12:20:00,48.1,164.33,5.08,70.11,12.8,0
MACHINE_940,2025-01-07 12:30:00,55.37,254.82,3.07,73.96,10.5,0
MACHINE_941,2025-01-07 12:40:00,27.11,245.11,6.71,47.43,27.4,0
MACHINE_942,2025-01-07 12:50:00,51.05,419.21,0.19,63.81,50.5,0
MACHINE_943,2025-01-07 13:00:00,62.19,438.59,4.01,79.33,16.61,0
MACHINE_944,2025-01-07 13:10:00,67.67,291.32,2.45,32.73,17.91,0
MACHINE_945,2025-01-07 13:20:00,43.25,435.86,0.92,77.95,82.78,0
MACHINE_946,2025-01-07 13:30:00,50.17,123.1,6.22,48.98,99.0,0
MACHINE_947,2025-01-07 13:40:00,24.06,440.67,1.73,88.86,74.26,0
MACHINE_948,2025-01-07 13:50:00,45.59,250.97,7.8,33.95,47.09,0
MACHINE_949,2025-01-07 14:00:00,67.12,257.22,3.16,45.56,16.03,0
MACHINE_950,2025-01-07 14:10:00,24.16,442.66,2.63,72.22,60.73,0
MACHINE_951,2025-01-07 14:20:00,40.5,402.71,4.79,38.42,20.66,0
MACHINE_952,2025-01-07 14:30:00,47.89,440.25,7.43,78.4,15.57,2
MACHINE_953,2025-01-07 14:40:00,54.16,247.51,9.06,53.75,17.43,0
MACHINE_954,2025-01-07 14:50:00,53.81,412.31,3.05,58.98,88.72,0
MACHINE_955,2025-01-07 15:00:00,20.8,309.34,2.48,56.02,16.19,2
MACHINE_956,2025-01-07 15:10:00,53.12,153.01,2.4,30.41,6.48,0
MACHINE_957,2025-01-07 15:20:00,54.23,112.29,2.79,60.46,49.98,0
MACHINE_958,2025-01-07 15:30:00,63.74,257.67,0.35,39.78,88.62,0
MACHINE_959,2025-01-07 15:40:00,50.69,255.25,0.25,68.2,75.93,0
MACHINE_960,2025-01-07 15:50:00,35.34,209.09,1.33,70.23,55.63,0
MACHINE_961,2025-01-07 16:00:00,49.76,461.91,5.01,79.26,29.08,0
MACHINE_962,2025-01-07 16:10:00,71.43,185.77,9.06,83.71,42.28,0
MACHINE_963,2025-01-07 16:20:00,71.81,374.98,4.07,77.89,20.67,0
MACHINE_964,2025-01-07 16:30:00,36.13,370.65,9.26,74.04,78.36,2
MACHINE_965,2025-01-07 16:40:00,21.97,145.13,1.6,35.51,91.76,2
MACHINE_966,2025-01-07 16:50:00,74.26,318.24,9.05,52.83,85.79,0
MACHINE_967,2025-01-07 17:00:00,59.53,313.43,5.61,46.87,92.91,0
MACHINE_968,2025-01-07 17:10:00,31.48,136.81,4.99,69.02,19.97,0
MACHINE_969,2025-01-07 17:20:00,39.48,226.43,0.17,80.78,86.47,2
MACHINE_970,2025-01-07 17:30:00,44.23,250.79,1.32,74.82,54.42,0
MACHINE_971,2025-01-07 17:40:00,45.37,211.01,5.86,63.15,31.86,0
MACHINE_972,2025-01-07 17:50:00,32.3,362.63,9.64,49.02,25.37,0
MACHINE_973,2025-01-07 18:00:00,60.13,132.65,4.65,69.65,50.62,0
MACHINE_974,2025-01-07 18:10:00,73.74,134.72,2.97,43.7,77.88,0
MACHINE_975,2025-01-07 18:20:00,56.33,401.66,0.14,54.93,54.52,0
MACHINE_976,2025-01-07 18:30:00,60.01,221.21,1.52,60.77,63.74,0
MACHINE_977,2025-01-07 18:40:00,41.59,137.5,7.07,77.29,7.29,0
MACHINE_978,2025-01-07 18:50:00,32.33,429.75,1.82,49.23,32.24,0
MACHINE_979,2025-01-07 19:00:00,34.13,477.82,0.23,32.33,27.21,0
MACHINE_980,2025-01-07 19:10:00,58.57,138.47,2.95,73.42,11.52,0
MACHINE_981,2025-01-07 19:20:00,70.96,314.81,7.78,31.7,82.15,0
MACHINE_982,2025-01-07 19:30:00,56.39,413.81,1.53,44.21,30.77,0
MACHINE_983,2025-01-07 19:40:00,46.01,143.3,0.67,80.71,15.53,0
MACHINE_984,2025-01-07 19:50:00,34.6,460.53,8.9,87.58,95.88,0
MACHINE_985,2025-01-07 20:00:00,41.35,389.42,7.01,42.64,20.86,0
MACHINE_986,2025-01-07 20:10:00,72.0,138.72,3.22,49.23,28.15,0
MACHINE_987,2025-01-07 20:20:00,22.74,327.5,4.13,82.82,71.51,0
MACHINE_988,2025-01-07 20:30:00,74.25,303.98,8.65,80.92,45.1,0
MACHINE_989,2025-01-07 20:40:00,62.84,424.25,5.14,46.39,38.67,0
MACHINE_990,2025-01-07 20:50:00,29.73,385.14,2.29,69.17,51.99,0
MACHINE_991,2025-01-07 21:00:00,29.47,144.54,4.86,86.91,29.2,0
MACHINE_992,2025-01-07 21:10:00,30.28,485.83,6.53,79.78,95.45,0
MACHINE_993,2025-01-07 21:20:00,61.23,423.72,3.7,80.11,5.81,0
MACHINE_994,2025-01-07 21:30:00,68.37,110.96,5.42,71.35,47.95,0
MACHINE_995,2025-01-07 21:40:00,62.47,127.68,6.83,85.65,87.67,2
MACHINE_996,2025-01-07 21:50:00,51.2,406.56,1.78,75.87,40.73,0
MACHINE_997,2025-01-07 22:00:00,21.64,276.64,9.82,52.6,55.25,0
MACHINE_998,2025-01-07 22:10:00,27.17,134.72,7.44,65.16,83.28,0
MACHINE_999,2025-01-07 22:20:00,27.31,198.9,8.11,74.53,95.15,0
MACHINE_1000,2025-01-07 22:30:00,36.93,157.77,4.18,84.04,67.05,0
MACHINE_1001,2025-01-07 22:40:00,24.71,310.55,5.14,85.81,92.28,0
MACHINE_1002,2025-01-07 22:50:00,25.5,177.5,5.14,81.12,7.18,0
MACHINE_1003,2025-01-07 23:00:00,34.55,445.07,7.55,74.97,15.7,0
MACHINE_1004,2025-01-07 23:10:00,59.77,393.17,4.81,50.17,8.04,0
MACHINE_1005,2025-01-07 23:20:00,66.61,458.35,1.54,87.24,80.55,0
MACHINE_1006,2025-01-07 23:30:00,50.74,142.83,0.71,86.3,5.2,0
MACHINE_1007,2025-01-07 23:40:00,28.75,213.94,7.63,40.79,15.4,0
MACHINE_1008,2025-01-07 23:50:00,53.73,491.98,8.11,52.2,12.28,0
MACHINE_1009,2025-01-08 00:00:00,35.84,264.31,0.38,50.79,33.26,0
MACHINE_1010,2025-01-08 00:10:00,63.85,471.74,0.99,77.74,92.15,0
MACHINE_1011,2025-01-08 00:20:00,77.4,210.78,5.66,78.05,90.02,0
MACHINE_1012,2025-01-08 00:30:00,40.64,136.92,0.59,69.6,18.19,2
MACHINE_1013,2025-01-08 00:40:00,61.56,469.73,7.7,83.11,59.25,0
MACHINE_1014,2025-01-08 00:50:00,25.55,179.91,4.26,61.66,42.01,0
MACHINE_1015,2025-01-08 01:00:00,56.2,203.82,9.4,64.15,6.83,0
MACHINE_1016,2025-01-08 01:10:00,67.48,230.37,7.3,40.14,52.08,0
MACHINE_1017,2025-01-08 01:20:00,48.56,468.47,1.78,74.97,75.95,0
MACHINE_1018,2025-01-08 01:30:00,78.76,406.94,8.11,81.62,71.38,0
MACHINE_1019,2025-01-08 01:40:00,48.28,325.98,6.21,69.86,85.12,0
MACHINE_1020,2025-01-08 01:50:00,42.16,168.25,3.82,39.33,27.15,0
MACHINE_1021,2025-01-08 02:00:00,36.63,437.43,3.24,86.95,56.77,2
MACHINE_1022,2025-01-08 02:10:00,60.49,217.93,6.96,88.04,36.36,0
MACHINE_1023,2025-01-08 02:20:00,65.25,414.75,4.32,83.07,5.65,0
MACHINE_1024,2025-01-08 02:30:00,69.86,170.21,0.67,40.85,98.87,2
MACHINE_1025,2025-01-08 02:40:00,56.4,402.65,3.67,63.74,29.91,0
MACHINE_1026,2025-01-08 02:50:00,76.3,175.58,1.53,54.33,13.07,0
MACHINE_1027,2025-01-08 03:00:00,50.35,202.05,8.86,62.42,68.69,0
MACHINE_1028,2025-01-08 03:10:00,57.42,416.44,7.74,73.83,69.26,0
MACHINE_1029,2025-01-08 03:20:00,35.63,387.56,8.16,63.28,16.52,0
MACHINE_1030,2025-01-08 03:30:00,78.27,479.89,7.66,50.95,14.47,0
MACHINE_1031,2025-01-08 03:40:00,68.83,206.0,4.67,32.36,40.91,0
MACHINE_1032,2025-01-08 03:50:00,76.34,118.37,6.12,80.44,84.54,0
MACHINE_1033,2025-01-08 04:00:00,76.97,241.09,5.19,43.55,85.46,0
MACHINE_1034,2025-01-08 04:10:00,52.74,167.57,4.38,39.46,71.78,2
MACHINE_1035,2025-01-08 04:20:00,42.55,498.06,6.83,59.43,32.84,0
MACHINE_1036,2025-01-08 04:30:00,52.22,188.44,1.72,84.33,31.41,0
MACHINE_1037,2025-01-08 04:40:00,59.17,460.8,6.26,80.56,66.76,0
MACHINE_1038,2025-01-08 04:50:00,32.98,266.85,4.1,43.44,53.21,0
MACHINE_1039,2025-01-08 05:00:00,41.84,254.09,7.13,75.28,79.08,0
MACHINE_1040,2025-01-08 05:10:00,26.43,204.57,1.5,33.83,31.68,0
MACHINE_1041,2025-01-08 05:20:00,33.9,407.59,9.18,35.17,85.26,0
MACHINE_1042,2025-01-08 05:30:00,23.87,113.08,7.57,66.92,79.73,0
MACHINE_1043,2025-01-08 05:40:00,74.19,364.07,8.94,56.18,66.69,0
MACHINE_1044,2025-01-08 05:50:00,28.74,420.12,2.94,85.57,55.76,0
MACHINE_1045,2025-01-08 06:00:00,62.33,258.63,8.09,41.47,27.15,0
MACHINE_1046,2025-01-08 06:10:00,67.22,422.25,2.07,46.34,97.74,0
MACHINE_1047,2025-01-08 06:20:00,77.94,421.21,5.45,30.66,48.33,2
MACHINE_1048,2025-01-08 06:30:00,26.24,300.4,7.95,59.87,66.28,0
MACHINE_1049,2025-01-08 06:40:00,39.98,383.45,1.81,32.37,38.65,0
MACHINE_1050,2025-01-08 06:50:00,57.26,173.74,8.67,39.44,31.94,0
MACHINE_1051,2025-01-08 07:00:00,32.68,355.18,4.55,55.28,90.14,0
MACHINE_1052,2025-01-08 07:10:00,52.33,413.51,6.28,33.68,10.32,0
MACHINE_1053,2025-01-08 07:20:00,55.43,342.49,3.98,75.5,21.63,0
MACHINE_1054,2025-01-08 07:30:00,58.11,366.08,8.19,71.83,85.02,0
MACHINE_1055,2025-01-08 07:40:00,46.19,352.31,9.04,30.14,5.03,0
MACHINE_1056,2025-01-08 07:50:00,32.51,106.02,0.65,56.62,22.0,0
MACHINE_1057,2025-01-08 08:00:00,34.7,100.86,1.65,48.15,54.08,0
MACHINE_1058,2025-01-08 08:10:00,31.33,443.89,9.78,34.56,94.2,0
MACHINE_1059,2025-01-08 08:20:00,47.12,127.94,8.01,88.24,63.57,2
MACHINE_1060,2025-01-08 08:30:00,79.95,372.6,8.29,65.67,47.37,0
MACHINE_1061,2025-01-08 08:40:00,52.39,212.56,7.52,47.25,82.93,0
MACHINE_1062,2025-01-08 08:50:00,74.1,467.84,1.23,75.42,37.51,0
MACHINE_1063,2025-01-08 09:00:00,51.22,212.61,5.32,59.35,89.61,0
MACHINE_1064,2025-01-08 09:10:00,48.4,353.65,2.87,81.45,68.23,0
MACHINE_1065,2025-01-08 09:20:00,23.93,174.21,9.8,47.25,65.05,0
MACHINE_1066,2025-01-08 09:30:00,29.5,210.52,3.76,81.01,47.25,0
MACHINE_1067,2025-01-08 09:40:00,54.19,412.41,0.79,61.68,71.43,0
MACHINE_1068,2025-01-08 09:50:00,20.17,165.37,7.76,30.42,91.42,2
MACHINE_1069,2025-01-08 10:00:00,23.65,433.71,3.75,72.14,43.51,0
MACHINE_1070,2025-01-08 10:10:00,60.31,171.67,2.51,69.09,13.58,0
MACHINE_1071,2025-01-08 10:20:00,32.19,453.2,2.71,79.66,79.62,2
MACHINE_1072,2025-01-08 10:30:00,39.14,406.23,2.85,55.64,69.29,0
MACHINE_1073,2025-01-08 10:40:00,43.96,198.39,1.8,44.34,8.14,0
MACHINE_1074,2025-01-08 10:50:00,21.07,315.27,3.74,60.82,73.28,0
MACHINE_1075,2025-01-08 11:00:00,32.22,357.56,9.64,77.59,80.35,0
MACHINE_1076,2025-01-08 11:10:00,30.22,359.93,0.85,78.67,43.64,0
MACHINE_1077,2025-01-08 11:20:00,43.87,376.41,8.98,33.78,84.43,2
MACHINE_1078,2025-01-08 11:30:00,39.27,389.15,1.3,60.72,88.33,0
MACHINE_1079,2025-01-08 11:40:00,68.42,442.86,4.89,76.45,71.6,0
MACHINE_1080,2025-01-08 11:50:00,77.28,325.88,4.96,88.45,92.83,2
MACHINE_1081,2025-01-08 12:00:00,69.36,145.08,6.37,37.32,80.67,0
MACHINE_1082,2025-01-08 12:10:00,69.37,249.86,9.9,32.3,87.98,0
MACHINE_1083,2025-01-08 12:20:00,67.9,211.33,9.45,64.93,91.09,0
MACHINE_1084,2025-01-08 12:30:00,79.41,246.47,4.03,40.35,53.72,2
MACHINE_1085,2025-01-08 12:40:00,61.8,370.0,0.66,55.4,19.7,0
MACHINE_1086,2025-01-08 12:50:00,68.74,228.67,4.56,31.78,37.67,0
MACHINE_1087,2025-01-08 13:00:00,65.9,430.67,9.97,56.01,76.83,0
MACHINE_1088,2025-01-08 13:10:00,66.13,423.97,2.74,35.52,71.29,0
MACHINE_1089,2025-01-08 13:20:00,29.73,233.9,9.88,79.28,21.69,0
MACHINE_1090,2025-01-08 13:30:00,38.27,222.26,0.41,67.98,23.78,0
MACHINE_1091,2025-01-08 13:40:00,30.83,196.94,1.44,74.69,80.27,0
MACHINE_1092,2025-01-08 13:50:00,51.61,255.13,2.7,56.44,73.31,0
MACHINE_1093,2025-01-08 14:00:00,35.54,218.29,6.49,72.09,97.27,0
MACHINE_1094,2025-01-08 14:10:00,44.57,240.13,3.55,66.28,19.99,0
MACHINE_1095,2025-01-08 14:20:00,24.69,431.43,2.93,47.3,22.03,0
MACHINE_1096,2025-01-08 14:30:00,74.11,314.61,4.19,88.27,37.4,0
MACHINE_1097,2025-01-08 14:40:00,46.17,235.9,1.51,50.68,30.94,0
MACHINE_1098,2025-01-08 14:50:00,72.89,170.2,7.83,56.66,54.4,0
MACHINE_1099,2025-01-08 15:00:00,21.68,121.59,5.82,73.25,38.1,0
MACHINE_1100,2025-01-08 15:10:00,72.67,470.53,7.2,68.02,67.03,0
MACHINE_1101,2025-01-08 15:20:00,51.37,196.6,6.02,75.51,30.58,0
MACHINE_1102,2025-01-08 15:30:00,26.4,455.93,9.1,88.06,67.27,0
MACHINE_1103,2025-01-08 15:40:00,67.53,377.67,1.41,38.23,14.88,0
MACHINE_1104,2025-01-08 15:50:00,48.98,100.63,0.34,77.41,65.66,0
MACHINE_1105,2025-01-08 16:00:00,60.52,479.86,4.68,53.51,60.1,0
MACHINE_1106,2025-01-08 16:10:00,62.97,124.03,2.71,47.42,73.59,0
MACHINE_1107,2025-01-08 16:20:00,64.21,192.58,3.47,43.75,88.47,0
MACHINE_1108,2025-01-08 16:30:00,56.39,350.89,1.64,61.17,95.61,0
MACHINE_1109,2025-01-08 16:40:00,72.97,408.0,0.71,41.66,51.97,0
MACHINE_1110,2025-01-08 16:50:00,68.87,321.91,6.12,49.37,78.68,0
MACHINE_1111,2025-01-08 17:00:00,30.61,258.69,5.28,64.11,16.42,0
MACHINE_1112,2025-01-08 17:10:00,70.55,294.06,3.19,35.77,50.51,0
MACHINE_1113,2025-01-08 17:20:00,67.65,479.21,9.19,86.88,42.83,0
MACHINE_1114,2025-01-08 17:30:00,51.86,181.93,8.81,53.62,59.76,0
MACHINE_1115,2025-01-08 17:40:00,20.13,190.33,2.98,34.09,26.7,0
MACHINE_1116,2025-01-08 17:50:00,46.18,315.45,6.5,62.64,35.71,0
MACHINE_1117,2025-01-08 18:00:00,61.74,176.75,5.71,78.82,69.42,0
MACHINE_1118,2025-01-08 18:10:00,63.03,191.39,9.54,48.54,44.63,0
MACHINE_1119,2025-01-08 18:20:00,48.3,107.05,6.34,53.73,79.74,0
MACHINE_1120,2025-01-08 18:30:00,23.13,250.58,3.77,42.93,62.02,0
MACHINE_1121,2025-01-08 18:40:00,52.29,213.84,5.07,58.4,13.99,0
MACHINE_1122,2025-01-08 18:50:00,73.72,427.82,9.02,40.62,46.92,0
MACHINE_1123,2025-01-08 19:00:00,43.71,211.53,5.28,66.87,20.24,0
MACHINE_1124,2025-01-08 19:10:00,45.29,297.84,3.4,35.96,31.71,0
MACHINE_1125,2025-01-08 19:20:00,64.55,111.76,0.24,86.02,21.2,0
MACHINE_1126,2025-01-08 19:30:00,74.29,428.9,1.71,35.14,39.35,0
MACHINE_1127,2025-01-08 19:40:00,71.81,178.88,3.81,40.16,25.75,0
MACHINE_1128,2025-01-08 19:50:00,29.79,136.27,6.5,73.05,8.83,0
MACHINE_1129,2025-01-08 20:00:00,50.25,363.25,2.27,38.31,24.84,0
MACHINE_1130,2025-01-08 20:10:00,63.57,390.86,4.46,89.7,59.59,0
MACHINE_1131,2025-01-08 20:20:00,34.87,314.62,7.03,75.92,65.63,0
MACHINE_1132,2025-01-08 20:30:00,35.56,292.74,5.09,76.59,89.34,0
MACHINE_1133,2025-01-08 20:40:00,77.19,165.19,2.0,55.26,94.98,0
MACHINE_1134,2025-01-08 20:50:00,20.03,161.75,2.38,66.7,51.29,2
MACHINE_1135,2025-01-08 21:00:00,73.74,373.77,0.46,53.99,68.71,0
MACHINE_1136,2025-01-08 21:10:00,72.22,251.7,8.31,60.06,86.97,0
MACHINE_1137,2025-01-08 21:20:00,33.14,197.59,1.42,44.8,68.75,0
MACHINE_1138,2025-01-08 21:30:00,33.71,401.6,4.48,44.33,53.33,0
MACHINE_1139,2025-01-08 21:40:00,28.16,145.47,3.79,38.35,76.76,0
MACHINE_1140,2025-01-08 21:50:00,51.8,301.13,7.88,39.11,17.33,0
MACHINE_1141,2025-01-08 22:00:00,49.33,247.48,2.96,89.35,5.98,0
MACHINE_1142,2025-01-08 22:10:00,58.03,116.56,3.99,34.3,62.68,0
MACHINE_1143,2025-01-08 22:20:00,33.61,132.07,3.73,80.95,88.05,2
MACHINE_1144,2025-01-08 22:30:00,21.78,184.07,7.77,41.96,5.4,2
MACHINE_1145,2025-01-08 22:40:00,20.38,419.2,1.95,88.8,29.59,0
MACHINE_1146,2025-01-08 22:50:00,26.36,141.1,8.68,78.92,69.03,0
MACHINE_1147,2025-01-08 23:00:00,77.48,301.37,0.63,43.37,34.26,0
MACHINE_1148,2025-01-08 23:10:00,67.55,426.8,5.75,48.33,14.1,0
MACHINE_1149,2025-01-08 23:20:00,21.06,434.41,2.5,71.37,24.95,0
MACHINE_1150,2025-01-08 23:30:00,45.21,341.14,7.39,56.3,58.7,0
MACHINE_1151,2025-01-08 23:40:00,79.85,181.56,7.85,78.15,35.54,0
MACHINE_1152,2025-01-08 23:50:00,55.14,164.96,0.99,64.27,9.01,0
MACHINE_1153,2025-01-09 00:00:00,22.15,417.21,4.65,76.51,60.7,0
MACHINE_1154,2025-01-09 00:10:00,25.37,297.96,1.22,42.34,50.15,0
MACHINE_1155,2025-01-09 00:20:00,75.78,241.07,5.96,32.35,21.31,0
MACHINE_1156,2025-01-09 00:30:00,62.43,111.53,6.31,55.09,6.02,0
MACHINE_1157,2025-01-09 00:40:00,26.22,180.77,2.85,39.07,19.58,0
MACHINE_1158,2025-01-09 00:50:00,21.63,359.66,7.37,54.9,9.77,0
MACHINE_1159,2025-01-09 01:00:00,73.8,392.43,4.37,40.25,28.83,0
MACHINE_1160,2025-01-09 01:10:00,47.49,335.72,8.94,85.4,61.92,0
MACHINE_1161,2025-01-09 01:20:00,63.1,402.75,1.4,54.17,47.69,2
MACHINE_1162,2025-01-09 01:30:00,52.86,314.3,9.0,46.45,78.36,0
MACHINE_1163,2025-01-09 01:40:00,45.77,373.16,9.26,51.96,25.67,2
MACHINE_1164,2025-01-09 01:50:00,46.19,230.96,4.15,34.32,54.65,0
MACHINE_1165,2025-01-09 02:00:00,34.35,315.77,1.74,85.7,94.61,0
MACHINE_1166,2025-01-09 02:10:00,30.04,253.33,9.45,57.27,29.56,0
MACHINE_1167,2025-01-09 02:20:00,56.18,133.21,7.92,71.19,70.96,2
MACHINE_1168,2025-01-09 02:30:00,29.98,122.35,7.94,59.68,35.61,0
MACHINE_1169,2025-01-09 02:40:00,50.3,311.57,5.53,30.23,49.82,0
MACHINE_1170,2025-01-09 02:50:00,42.31,284.18,7.23,87.16,8.3,0
MACHINE_1171,2025-01-09 03:00:00,54.68,196.1,9.25,44.03,8.88,2
MACHINE_1172,2025-01-09 03:10:00,28.67,487.18,3.67,46.16,73.85,0
MACHINE_1173,2025-01-09 03:20:00,66.61,150.16,3.47,82.23,73.95,0
MACHINE_1174,2025-01-09 03:30:00,67.77,119.34,7.73,50.37,42.88,0
MACHINE_1175,2025-01-09 03:40:00,44.34,105.46,7.6,70.74,64.55,0
MACHINE_1176,2025-01-09 03:50:00,49.3,177.99,1.25,69.38,49.0,0
MACHINE_1177,2025-01-09 04:00:00,57.76,377.69,8.8,77.06,20.91,0
MACHINE_1178,2025-01-09 04:10:00,65.14,128.04,8.34,69.77,75.47,0
MACHINE_1179,2025-01-09 04:20:00,55.8,218.82,0.69,84.78,97.13,0
MACHINE_1180,2025-01-09 04:30:00,34.29,257.35,7.61,49.34,48.52,0
MACHINE_1181,2025-01-09 04:40:00,71.22,448.48,8.66,70.69,91.35,0
MACHINE_1182,2025-01-09 04:50:00,28.31,476.83,9.39,56.93,70.72,0
MACHINE_1183,2025-01-09 05:00:00,75.99,248.04,3.73,76.32,71.59,0
MACHINE_1184,2025-01-09 05:10:00,25.68,394.34,9.63,42.16,33.64,0
MACHINE_1185,2025-01-09 05:20:00,57.72,388.34,3.49,35.53,51.95,0
MACHINE_1186,2025-01-09 05:30:00,42.5,343.94,5.87,83.11,89.62,0
MACHINE_1187,2025-01-09 05:40:00,63.42,199.61,7.54,52.99,78.61,0
MACHINE_1188,2025-01-09 05:50:00,39.42,321.23,4.82,50.12,62.0,0
MACHINE_1189,2025-01-09 06:00:00,54.26,337.39,8.68,74.97,62.94,2
MACHINE_1190,2025-01-09 06:10:00,40.27,102.53,6.53,79.47,50.05,0
MACHINE_1191,2025-01-09 06:20:00,42.89,126.02,3.08,64.87,44.64,0
MACHINE_1192,2025-01-09 06:30:00,57.38,429.98,9.42,74.76,85.63,0
MACHINE_1193,2025-01-09 06:40:00,48.95,411.78,9.91,41.97,84.54,0
MACHINE_1194,2025-01-09 06:50:00,57.69,457.6,1.04,47.1,66.33,0
MACHINE_1195,2025-01-09 07:00:00,76.33,132.11,7.27,73.17,74.39,0
MACHINE_1196,2025-01-09 07:10:00,56.17,208.37,8.61,57.92,73.14,0
MACHINE_1197,2025-01-09 07:20:00,79.86,168.47,3.82,64.83,68.19,0
MACHINE_1198,2025-01-09 07:30:00,32.75,109.94,7.56,39.91,31.76,0
MACHINE_1199,2025-01-09 07:40:00,30.28,106.85,1.13,45.69,40.55,0
MACHINE_1200,2025-01-09 07:50:00,44.77,267.13,3.49,41.46,17.05,0
MACHINE_1201,2025-01-09 08:00:00,65.09,382.8,3.47,60.67,7.38,2
MACHINE_1202,2025-01-09 08:10:00,33.07,325.56,5.78,34.34,10.61,0
MACHINE_1203,2025-01-09 08:20:00,44.61,253.93,3.92,53.33,39.54,0
MACHINE_1204,2025-01-09 08:30:00,30.44,180.99,1.38,56.34,10.37,0
MACHINE_1205,2025-01-09 08:40:00,22.88,107.2,4.45,68.62,13.8,0
MACHINE_1206,2025-01-09 08:50:00,64.9,453.05,8.67,54.57,77.76,0
MACHINE_1207,2025-01-09 09:00:00,75.04,122.94,4.13,38.1,44.73,0
MACHINE_1208,2025-01-09 09:10:00,43.32,460.76,0.74,55.47,84.54,0
MACHINE_1209,2025-01-09 09:20:00,22.09,273.96,4.92,35.26,24.47,0
MACHINE_1210,2025-01-09 09:30:00,38.82,155.24,0.46,39.39,14.32,0
